epoch,step,train_dataset_iou,train_loss,train_per_image_iou,valid_dataset_iou,valid_loss,valid_per_image_iou
0,18,,,,0.23597560822963715,0.8454921245574951,0.26563048362731934
0,18,0.23597560822963715,0.7695306539535522,0.26563048362731934,,,
1,37,,,,0.3444749116897583,0.8104702830314636,0.40568405389785767
1,37,0.3444749116897583,0.7422706484794617,0.40568405389785767,,,
2,56,,,,0.3675156533718109,0.7931962609291077,0.42879876494407654
2,56,0.3675156533718109,0.7260600328445435,0.42879876494407654,,,
3,75,,,,0.3140197694301605,0.7697865962982178,0.37096258997917175
3,75,0.3140197694301605,0.7045612335205078,0.37096258997917175,,,
4,94,,,,0.36836597323417664,0.7461636662483215,0.4252583682537079
4,94,0.36836597323417664,0.687511682510376,0.4252583682537079,,,
5,113,,,,0.4087789058685303,0.7253345251083374,0.4721645414829254
5,113,0.4087789058685303,0.6733338236808777,0.4721645414829254,,,
6,132,,,,0.3750399649143219,0.7069594860076904,0.4333483576774597
6,132,0.3750399649143219,0.6571780443191528,0.4333483576774597,,,
7,151,,,,0.39228448271751404,0.6914169192314148,0.4582463800907135
7,151,0.39228448271751404,0.6427132487297058,0.4582463800907135,,,
8,170,,,,0.38820165395736694,0.6773086190223694,0.45513397455215454
8,170,0.38820165395736694,0.6277649402618408,0.45513397455215454,,,
9,189,,,,0.38559475541114807,0.6626731157302856,0.4503016173839569
9,189,0.38559475541114807,0.6141000390052795,0.4503016173839569,,,
10,208,,,,0.41018667817115784,0.6503922939300537,0.4815889000892639
10,208,0.41018667817115784,0.6034855842590332,0.4815889000892639,,,
11,227,,,,0.4382255971431732,0.6403166055679321,0.5125906467437744
11,227,0.4382255971431732,0.5936074256896973,0.5125906467437744,,,
12,246,,,,0.38963809609413147,0.630782961845398,0.45924022793769836
12,246,0.38963809609413147,0.5826048254966736,0.45924022793769836,,,
13,265,,,,0.32665470242500305,0.624721884727478,0.38898128271102905
13,265,0.32665470242500305,0.5738312005996704,0.38898128271102905,,,
14,284,,,,0.4117432236671448,0.6174907088279724,0.47717979550361633
14,284,0.4117432236671448,0.5670318007469177,0.47717979550361633,,,
15,303,,,,0.41198045015335083,0.6089391708374023,0.4950520694255829
15,303,0.41198045015335083,0.5586966276168823,0.4950520694255829,,,
16,322,,,,0.42147818207740784,0.5997950434684753,0.49155592918395996
16,322,0.42147818207740784,0.5510788559913635,0.49155592918395996,,,
17,341,,,,0.43576666712760925,0.5916662812232971,0.5176375508308411
17,341,0.43576666712760925,0.5422266125679016,0.5176375508308411,,,
18,360,,,,0.43500396609306335,0.5844776034355164,0.5147119164466858
18,360,0.43500396609306335,0.533732533454895,0.5147119164466858,,,
19,379,,,,0.4720727205276489,0.5771048665046692,0.536642849445343
19,379,0.4720727205276489,0.5276584029197693,0.536642849445343,,,
20,398,,,,0.43810945749282837,0.5715126991271973,0.501864492893219
20,398,0.43810945749282837,0.5205302238464355,0.501864492893219,,,
21,417,,,,0.3967854380607605,0.5652364492416382,0.4518066644668579
21,417,0.3967854380607605,0.5139850974082947,0.4518066644668579,,,
22,436,,,,0.4223203659057617,0.5603480339050293,0.49586522579193115
22,436,0.4223203659057617,0.5081783533096313,0.49586522579193115,,,
23,455,,,,0.49167579412460327,0.555974006652832,0.5639179348945618
23,455,0.49167579412460327,0.5009878873825073,0.5639179348945618,,,
24,474,,,,0.5641334056854248,0.5509430766105652,0.5971643924713135
24,474,0.5641334056854248,0.4943820536136627,0.5971643924713135,,,
25,493,,,,0.576928973197937,0.5464625954627991,0.620806097984314
25,493,0.576928973197937,0.48863574862480164,0.620806097984314,,,
26,512,,,,0.5576720833778381,0.5414912104606628,0.5976880192756653
26,512,0.5576720833778381,0.4832872748374939,0.5976880192756653,,,
27,531,,,,0.6266652345657349,0.5371861457824707,0.6586613655090332
27,531,0.6266652345657349,0.47785264253616333,0.6586613655090332,,,
28,550,,,,0.4894924461841583,0.5341000556945801,0.5275450348854065
28,550,0.4894924461841583,0.4732902944087982,0.5275450348854065,,,
29,569,,,,0.6050510406494141,0.5304526090621948,0.631417989730835
29,569,0.6050510406494141,0.4692634642124176,0.631417989730835,,,
30,588,,,,0.6053396463394165,0.5265550017356873,0.635532021522522
30,588,0.6053396463394165,0.46459609270095825,0.635532021522522,,,
31,607,,,,0.5942000150680542,0.5229811072349548,0.6251225471496582
31,607,0.5942000150680542,0.45991384983062744,0.6251225471496582,,,
32,626,,,,0.6198374629020691,0.520361602306366,0.6490193009376526
32,626,0.6198374629020691,0.4561610817909241,0.6490193009376526,,,
33,645,,,,0.6063776612281799,0.518691897392273,0.641156792640686
33,645,0.6063776612281799,0.4529317617416382,0.641156792640686,,,
34,664,,,,0.6094152331352234,0.5157728791236877,0.6456841230392456
34,664,0.6094152331352234,0.44943472743034363,0.6456841230392456,,,
35,683,,,,0.6410420536994934,0.5131059885025024,0.6702973246574402
35,683,0.6410420536994934,0.4460672438144684,0.6702973246574402,,,
36,702,,,,0.6181504726409912,0.5110990405082703,0.6519750356674194
36,702,0.6181504726409912,0.4422368109226227,0.6519750356674194,,,
37,721,,,,0.6418198943138123,0.5093610286712646,0.6699432134628296
37,721,0.6418198943138123,0.43844282627105713,0.6699432134628296,,,
38,740,,,,0.6609086394309998,0.5062927007675171,0.6868846416473389
38,740,0.6609086394309998,0.4350227117538452,0.6868846416473389,,,
39,759,,,,0.6444944739341736,0.503286600112915,0.676710307598114
39,759,0.6444944739341736,0.4311797618865967,0.676710307598114,,,
40,778,,,,0.6151634454727173,0.5009458661079407,0.644819974899292
40,778,0.6151634454727173,0.42754173278808594,0.644819974899292,,,
41,797,,,,0.6544941067695618,0.4987281262874603,0.681720495223999
41,797,0.6544941067695618,0.4242995083332062,0.681720495223999,,,
42,816,,,,0.577216625213623,0.4974575340747833,0.6237232089042664
42,816,0.577216625213623,0.4209747910499573,0.6237232089042664,,,
43,835,,,,0.6374134421348572,0.4952376186847687,0.6613086462020874
43,835,0.6374134421348572,0.41756558418273926,0.6613086462020874,,,
44,854,,,,0.6435591578483582,0.49329429864883423,0.6720664501190186
44,854,0.6435591578483582,0.4144114553928375,0.6720664501190186,,,
45,873,,,,0.647307813167572,0.4916909337043762,0.6759202480316162
45,873,0.647307813167572,0.4110376238822937,0.6759202480316162,,,
46,892,,,,0.6374911665916443,0.4898000955581665,0.6623853445053101
46,892,0.6374911665916443,0.4078219532966614,0.6623853445053101,,,
47,911,,,,0.6074998378753662,0.4882374703884125,0.641344428062439
47,911,0.6074998378753662,0.40497124195098877,0.641344428062439,,,
48,930,,,,0.6295880079269409,0.48642274737358093,0.6580932140350342
48,930,0.6295880079269409,0.40201595425605774,0.6580932140350342,,,
49,949,,,,0.6453689336776733,0.48472142219543457,0.6696742177009583
49,949,0.6453689336776733,0.3987908661365509,0.6696742177009583,,,
50,968,,,,0.619513213634491,0.48295482993125916,0.6529232859611511
50,968,0.619513213634491,0.39543747901916504,0.6529232859611511,,,
