epoch,step,train_dataset_iou,train_loss,train_per_image_iou,valid_dataset_iou,valid_loss,valid_per_image_iou
0,160,,,,0.21643701195716858,0.570978581905365,0.21643701195716858
0,160,0.21643701195716858,0.6089602708816528,0.21643701195716858,,,
1,321,,,,0.30037227272987366,0.5224353075027466,0.30037227272987366
1,321,0.30037227272987366,0.5859352946281433,0.30037227272987366,,,
2,482,,,,0.41202959418296814,0.5211074948310852,0.41202959418296814
2,482,0.41202959418296814,0.570145845413208,0.41202959418296814,,,
3,643,,,,0.350043386220932,0.5056306719779968,0.350043386220932
3,643,0.350043386220932,0.5607410669326782,0.350043386220932,,,
4,804,,,,0.5255609154701233,0.49622878432273865,0.5255609154701233
4,804,0.5255609154701233,0.5508124828338623,0.5255609154701233,,,
5,965,,,,0.6100975275039673,0.4916386306285858,0.6100975275039673
5,965,0.6100975275039673,0.5477299690246582,0.6100975275039673,,,
6,1126,,,,0.5502398014068604,0.48915356397628784,0.5502398014068604
6,1126,0.5502398014068604,0.5432539582252502,0.5502398014068604,,,
7,1287,,,,0.5340644717216492,0.4837970435619354,0.5340644717216492
7,1287,0.5340644717216492,0.5370464324951172,0.5340644717216492,,,
8,1448,,,,0.31084126234054565,0.47918272018432617,0.31084126234054565
8,1448,0.31084126234054565,0.5328296422958374,0.31084126234054565,,,
9,1609,,,,0.3385142385959625,0.4784054458141327,0.3385142385959625
9,1609,0.3385142385959625,0.528974711894989,0.3385142385959625,,,
10,1770,,,,0.589748740196228,0.4730791747570038,0.589748740196228
10,1770,0.589748740196228,0.5269384980201721,0.589748740196228,,,
11,1931,,,,0.45637983083724976,0.46897003054618835,0.45637983083724976
11,1931,0.45637983083724976,0.5251798033714294,0.45637983083724976,,,
12,2092,,,,0.6202781796455383,0.4666583240032196,0.6202781796455383
12,2092,0.6202781796455383,0.5218552947044373,0.6202781796455383,,,
13,2253,,,,0.6753573417663574,0.4634423851966858,0.6753573417663574
13,2253,0.6753573417663574,0.519273579120636,0.6753573417663574,,,
14,2414,,,,0.655377984046936,0.46091750264167786,0.655377984046936
14,2414,0.655377984046936,0.5163825154304504,0.655377984046936,,,
15,2575,,,,0.3850961923599243,0.4596559405326843,0.3850961923599243
15,2575,0.3850961923599243,0.5140260457992554,0.3850961923599243,,,
16,2736,,,,0.4960123598575592,0.4573248326778412,0.4960123598575592
16,2736,0.4960123598575592,0.5118893384933472,0.4960123598575592,,,
17,2897,,,,0.3669922351837158,0.4562436640262604,0.3669922351837158
17,2897,0.3669922351837158,0.5096849799156189,0.3669922351837158,,,
18,3058,,,,0.2247888147830963,0.45823225378990173,0.2247888147830963
18,3058,0.2247888147830963,0.50702965259552,0.2247888147830963,,,
19,3219,,,,0.6621321439743042,0.45681554079055786,0.6621321439743042
19,3219,0.6621321439743042,0.5051248073577881,0.6621321439743042,,,
20,3220,,,,0.6621321439743042,0.4555334448814392,0.6621321439743042
